Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Gender,Exam_Score
19.0,87.0,Medium,Medium,Yes,9.0,65.0,Medium,Yes,1,High,Low,Public,Positive,3.0,No,Male,95.0
21.0,69.0,Low,Medium,No,6.0,88.0,High,Yes,2,Medium,Medium,Public,Negative,3.0,No,Male,94.5
27.0,64.0,High,High,Yes,6.0,49.0,High,No,1,Medium,Medium,Public,Neutral,5.0,No,Female,100.0
15.0,88.0,High,High,No,8.0,61.0,Medium,Yes,1,High,Medium,Private,Neutral,1.0,No,Male,92.9
22.0,84.0,Medium,High,No,7.0,63.0,High,Yes,0,Low,Low,Public,Neutral,2.0,No,Male,100.0
18.0,71.0,Low,High,Yes,6.0,59.0,High,Yes,2,High,Low,Public,Neutral,2.0,No,Female,92.2
20.0,71.0,Low,Medium,Yes,7.0,56.0,Medium,Yes,1,High,Medium,Public,Positive,0.0,No,Male,97.4
28.0,91.0,Medium,Medium,No,6.0,80.0,Low,No,2,High,Medium,Public,Neutral,3.0,No,Female,100.0
21.0,68.0,Medium,Medium,No,8.0,72.0,Medium,Yes,2,High,High,Public,Positive,2.0,No,Female,100.0
20.0,96.0,High,Low,No,8.0,80.0,High,No,0,Medium,Medium,Public,Neutral,2.0,No,Female,100.0
12.0,71.0,Medium,Low,No,8.0,83.0,Medium,Yes,3,High,High,Private,Positive,2.0,No,Male,94.4
24.0,86.0,High,Medium,No,7.0,78.0,Low,Yes,0,Medium,Low,Private,Negative,3.0,No,Male,100.0
24.0,77.0,Medium,Medium,No,9.0,83.0,Low,Yes,2,Medium,Low,Public,Positive,2.0,No,Male,96.8
33.0,86.0,Medium,Medium,No,7.0,74.0,Medium,Yes,1,Low,Medium,Private,Neutral,3.0,No,Male,100.0
18.0,75.0,Medium,Medium,No,5.0,61.0,Low,Yes,1,High,Medium,Public,Neutral,4.0,No,Male,77.9
21.0,78.0,Low,Medium,No,8.0,88.0,Medium,Yes,5,Medium,Medium,Private,Neutral,3.0,Yes,Male,100.0
21.0,80.0,Medium,Medium,Yes,10.0,68.0,Medium,Yes,2,High,Medium,Public,Neutral,2.0,Yes,Female,100.0
29.0,70.0,High,Medium,No,6.0,64.0,Medium,Yes,2,Low,Low,Public,Neutral,3.0,No,Female,100.0
19.0,87.0,Medium,Medium,Yes,7.0,73.0,Low,No,1,High,Medium,Public,Positive,3.0,No,Female,98.5
22.0,75.0,High,High,No,8.0,64.0,Low,No,0,High,Medium,Public,Positive,5.0,No,Female,100.0
24.0,78.0,Medium,Medium,Yes,7.0,70.0,Low,Yes,1,Medium,Medium,Private,Neutral,3.0,Yes,Male,93.6
21.0,70.0,Low,Medium,Yes,6.0,79.0,Low,No,1,Low,High,Public,Negative,5.0,No,Female,83.0
17.0,60.0,Medium,High,Yes,7.0,79.0,Medium,Yes,2,Medium,Low,Public,Positive,4.0,No,Female,87.9
21.0,78.0,Medium,High,Yes,10.0,64.0,Medium,Yes,2,Low,High,Public,Positive,1.0,No,Male,100.0
26.0,100.0,Medium,High,Yes,7.0,69.0,Low,Yes,0,Medium,Medium,Public,Positive,2.0,No,Female,100.0
14.0,88.0,Low,Medium,No,6.0,88.0,Low,No,3,Low,High,Public,Neutral,3.0,No,Male,87.8
21.0,80.0,Medium,Low,Yes,5.0,81.0,Low,Yes,1,Medium,Medium,Private,Positive,4.0,No,Male,100.0
16.0,77.0,Low,Medium,Yes,7.0,100.0,High,Yes,0,Low,Medium,Private,Negative,6.0,No,Female,89.5
27.0,80.0,Low,Medium,Yes,8.0,89.0,Medium,Yes,3,Low,Medium,Public,Positive,2.0,No,Female,100.0
11.0,85.0,Medium,High,No,8.0,89.0,High,Yes,2,Low,High,Public,Positive,3.0,No,Female,95.5
17.0,68.0,Medium,Medium,Yes,7.0,58.0,High,Yes,0,High,Medium,Public,Positive,4.0,No,Female,92.8
22.0,91.0,High,Low,Yes,6.0,84.0,Medium,Yes,0,Medium,Medium,Private,Neutral,3.0,Yes,Female,99.6
29.0,87.0,Medium,Low,Yes,6.0,74.0,Medium,Yes,3,Medium,High,Private,Neutral,5.0,No,Female,100.0
20.0,87.0,High,Low,No,8.0,68.0,Low,No,0,Medium,Medium,Public,Positive,1.0,No,Male,95.8
17.0,84.0,Medium,Medium,Yes,8.0,77.0,Medium,Yes,4,Medium,Medium,Private,Negative,4.0,No,Female,100.0
31.0,80.0,Medium,High,Yes,5.0,86.0,Low,No,2,High,Medium,Public,Positive,4.0,No,Male,100.0
11.0,87.0,Medium,High,Yes,9.0,81.0,High,Yes,1,Low,Medium,Public,Neutral,5.0,No,Male,100.0
7.0,86.0,High,High,No,8.0,64.0,Low,Yes,0,Low,Medium,Private,Neutral,3.0,Yes,Male,74.7
23.0,76.0,Medium,Medium,Yes,9.0,84.0,High,Yes,0,High,Medium,Public,Positive,4.0,No,Female,100.0
17.0,74.0,High,Medium,No,5.0,67.0,Low,Yes,0,Medium,High,Public,Negative,3.0,No,Female,95.8
14.0,81.0,Medium,Medium,Yes,5.0,78.0,High,No,1,Low,Medium,Public,Negative,2.0,No,Female,91.2
24.0,95.0,Low,Medium,Yes,7.0,71.0,Medium,Yes,2,Low,Low,Public,Positive,2.0,No,Male,100.0
21.0,68.0,Medium,High,Yes,8.0,72.0,Medium,No,0,Low,Medium,Public,Neutral,1.0,No,Female,100.0
17.0,65.0,Low,Medium,Yes,9.0,84.0,Medium,Yes,2,High,High,Private,Positive,2.0,No,Male,97.3
12.0,82.0,Medium,High,Yes,8.0,63.0,Medium,Yes,4,Low,Medium,Public,Neutral,3.0,No,Male,99.5
25.0,81.0,Low,Medium,Yes,7.0,98.0,Medium,Yes,1,High,High,Private,Positive,3.0,No,Female,100.0
24.0,82.0,Medium,Low,Yes,6.0,53.0,High,Yes,1,High,Medium,Public,Negative,3.0,No,Male,99.3
19.0,82.0,High,Low,No,9.0,68.0,Low,Yes,1,Medium,Medium,Public,Positive,5.0,No,Female,93.6
31.0,78.0,Medium,Medium,No,6.0,79.0,High,Yes,4,Low,Medium,Private,Positive,2.0,No,Male,100.0
14.0,95.0,High,High,Yes,9.0,82.0,Medium,Yes,3,Low,Medium,Public,Positive,6.0,No,Male,100.0
11.0,64.0,Medium,Medium,No,7.0,74.0,High,Yes,2,Medium,Medium,Public,Positive,4.0,No,Female,81.5
16.0,72.0,Medium,High,No,9.0,74.0,Medium,Yes,3,Medium,Medium,Public,Neutral,3.0,No,Male,100.0
20.0,79.0,High,High,No,8.0,80.0,Medium,No,4,Medium,Medium,Public,Positive,3.0,No,Male,100.0
21.0,64.0,High,Medium,Yes,7.0,72.0,High,Yes,3,Medium,High,Public,Neutral,1.0,No,Male,100.0
19.0,78.0,High,High,No,6.0,92.0,Medium,Yes,2,High,High,Private,Positive,3.0,No,Female,100.0
22.0,97.0,Medium,Medium,Yes,7.0,85.0,Medium,Yes,1,Medium,High,Private,Neutral,0.0,No,Female,100.0
12.0,80.0,Medium,Medium,Yes,8.0,85.0,Low,Yes,1,Medium,High,Public,Neutral,5.0,No,Female,87.7
29.0,82.0,Low,High,Yes,7.0,63.0,Low,Yes,0,High,Medium,Private,Negative,0.0,No,Female,100.0
20.0,67.0,Medium,High,Yes,6.0,74.0,Medium,Yes,1,Low,Medium,Private,Negative,3.0,No,Female,100.0
27.0,74.0,Medium,Medium,Yes,7.0,71.0,Medium,Yes,1,Low,High,Private,Negative,1.0,No,Female,100.0
22.0,76.0,High,Medium,Yes,7.0,63.0,Medium,Yes,2,Low,Medium,Public,Neutral,2.0,Yes,Female,94.2
23.0,77.0,High,Low,No,4.0,79.0,Low,Yes,2,Low,Medium,Public,Positive,2.0,No,Female,100.0
23.0,93.0,Medium,Medium,Yes,8.0,69.0,Medium,Yes,0,Medium,Medium,Public,Neutral,6.0,No,Male,100.0
23.0,86.0,Low,Medium,Yes,6.0,83.0,Medium,Yes,1,Medium,Low,Public,Negative,1.0,No,Female,87.1
24.0,69.0,High,High,Yes,6.0,62.0,Medium,Yes,2,Medium,Medium,Public,Positive,4.0,Yes,Male,100.0
28.0,82.0,Low,Medium,Yes,5.0,96.0,High,Yes,0,High,Medium,Public,Neutral,5.0,No,Male,100.0
21.0,85.0,Medium,Low,No,5.0,64.0,High,Yes,1,Low,Medium,Public,Positive,0.0,Yes,Female,95.8
24.0,91.0,Low,Medium,No,5.0,78.0,Low,Yes,1,Medium,High,Public,Neutral,2.0,No,Male,99.6
19.0,96.0,Medium,Medium,Yes,6.0,85.0,High,Yes,0,Low,High,Public,Neutral,5.0,No,Female,100.0
29.0,70.0,High,Medium,Yes,10.0,68.0,Medium,Yes,2,Medium,High,Public,Neutral,1.0,No,Female,100.0
16.0,72.0,Low,Medium,No,6.0,85.0,Medium,No,2,Medium,Medium,Private,Neutral,5.0,Yes,Male,85.5
31.0,67.0,Medium,High,Yes,7.0,60.0,Low,Yes,1,High,High,Public,Negative,3.0,No,Female,100.0
20.0,78.0,Medium,Low,No,8.0,92.0,Medium,Yes,1,Medium,High,Private,Neutral,3.0,No,Female,100.0
11.0,85.0,High,Medium,Yes,7.0,75.0,Low,Yes,5,Low,Medium,Private,Negative,3.0,No,Male,86.8
21.0,90.0,High,High,Yes,7.0,68.0,Medium,Yes,4,Medium,High,Private,Positive,4.0,No,Female,100.0
16.0,79.0,Medium,Medium,Yes,5.0,71.0,Low,Yes,2,Low,Low,Private,Neutral,2.0,No,Female,81.8
25.0,77.0,Low,Medium,Yes,9.0,85.0,Low,Yes,0,Low,High,Private,Neutral,3.0,No,Male,100.0
16.0,82.0,Medium,Medium,Yes,9.0,68.0,Low,No,1,Medium,Medium,Public,Positive,4.0,No,Male,96.2
17.0,72.0,Medium,Medium,No,5.0,66.0,Low,Yes,1,Low,Medium,Private,Positive,3.0,Yes,Male,79.2
9.0,100.0,Medium,Medium,No,6.0,72.0,Low,Yes,2,Medium,Low,Private,Neutral,4.0,No,Male,83.6
17.0,64.0,Low,Medium,No,7.0,61.0,Medium,Yes,0,Medium,Medium,Private,Neutral,2.0,No,Male,79.4
5.0,82.0,Low,High,No,6.0,97.0,Low,No,0,Medium,Medium,Public,Neutral,4.0,No,Female,80.9
10.0,100.0,Medium,High,Yes,8.0,68.0,Medium,Yes,3,Low,High,Public,Positive,3.0,No,Male,100.0
25.0,80.0,Low,Medium,No,6.0,85.0,Low,Yes,1,High,High,Public,Positive,1.0,No,Female,93.2
25.0,78.0,High,Low,Yes,10.0,78.0,High,Yes,1,Medium,High,Public,Neutral,2.0,No,Male,100.0
23.0,76.0,Low,Low,No,9.0,63.0,High,Yes,0,High,Medium,Private,Positive,2.0,No,Male,98.8
14.0,78.0,Low,Low,Yes,7.0,75.0,Low,Yes,1,Medium,High,Public,Positive,2.0,No,Female,85.1
20.0,94.0,High,Medium,No,8.0,84.0,Medium,No,2,Medium,Medium,Public,Positive,2.0,No,Female,100.0
20.0,60.0,Medium,Low,No,8.0,73.0,Low,Yes,0,Medium,High,Public,Positive,4.0,No,Female,90.9
13.0,95.0,Medium,Medium,Yes,6.0,89.0,High,Yes,1,Medium,Medium,Public,Positive,2.0,No,Male,93.5
29.0,66.0,Low,High,Yes,6.0,87.0,Medium,Yes,2,Low,Medium,Public,Positive,3.0,No,Female,100.0
25.0,77.0,Medium,Medium,Yes,7.0,86.0,Low,Yes,1,Medium,High,Public,Positive,3.0,No,Male,100.0
19.0,76.0,Medium,High,Yes,8.0,69.0,Medium,Yes,2,High,High,Public,Neutral,2.0,No,Male,100.0
20.0,86.0,Medium,High,No,7.0,62.0,Low,Yes,0,Medium,Medium,Public,Positive,2.0,No,Male,93.9
21.0,64.0,High,Medium,No,5.0,68.0,Medium,Yes,2,Low,High,Public,Neutral,4.0,No,Female,100.0
8.0,85.0,Medium,High,Yes,6.0,77.0,Medium,Yes,3,Medium,Low,Private,Negative,3.0,No,Male,84.7
19.0,100.0,Medium,High,Yes,7.0,82.0,Medium,Yes,2,High,Medium,Private,Neutral,4.0,No,Female,100.0
16.0,66.0,Medium,Medium,No,7.0,49.0,Medium,Yes,3,Medium,Medium,Private,Positive,5.0,No,Female,92.3
14.0,82.0,Medium,Medium,Yes,10.0,75.0,Low,Yes,3,Low,Low,Public,Negative,4.0,No,Female,88.4
18.0,73.0,Low,Medium,Yes,5.0,77.0,Low,Yes,3,High,Low,Public,Positive,0.0,No,Male,89.0
31.0,84.0,Medium,High,No,8.0,72.0,Low,Yes,2,Medium,Low,Public,Positive,3.0,No,Male,100.0
24.0,80.0,Medium,Medium,No,9.0,90.0,High,No,1,Medium,Medium,Private,Negative,2.0,No,Male,100.0
17.0,74.0,Medium,Low,Yes,10.0,80.0,Low,Yes,0,Medium,Low,Private,Negative,6.0,No,Male,74.1
23.0,85.0,High,Medium,Yes,6.0,91.0,Medium,Yes,0,High,Medium,Public,Neutral,4.0,No,Female,100.0
28.0,98.0,Medium,Medium,No,8.0,72.0,Medium,Yes,1,High,Medium,Private,Neutral,2.0,No,Female,100.0
26.0,78.0,Medium,Medium,No,8.0,86.0,Low,Yes,0,High,Medium,Public,Neutral,4.0,No,Female,100.0
20.0,87.0,Medium,High,No,7.0,95.0,Medium,Yes,2,Low,Medium,Public,Positive,3.0,No,Female,100.0
16.0,67.0,Medium,Medium,Yes,7.0,91.0,Medium,Yes,3,High,Medium,Public,Positive,0.0,No,Female,91.9
24.0,70.0,High,High,No,8.0,62.0,Medium,Yes,2,Low,Medium,Public,Neutral,4.0,No,Male,100.0
22.0,85.0,Medium,High,No,4.0,72.0,Medium,Yes,2,Low,Medium,Public,Negative,2.0,No,Female,100.0
25.0,95.0,Medium,Medium,No,8.0,71.0,Medium,Yes,1,Medium,Medium,Private,Positive,5.0,No,Male,100.0
24.0,84.0,Low,Low,No,7.0,81.0,Medium,Yes,0,Medium,High,Public,Neutral,3.0,No,Female,96.5
26.0,77.0,Medium,High,Yes,7.0,83.0,Medium,No,1,Medium,Medium,Public,Positive,5.0,No,Female,100.0
17.0,80.0,Medium,High,No,10.0,65.0,Medium,Yes,2,Medium,Medium,Private,Neutral,4.0,No,Female,100.0
28.0,67.0,High,Low,Yes,6.0,76.0,Low,Yes,3,High,Medium,Public,Neutral,4.0,No,Male,100.0
21.0,86.0,Medium,Medium,Yes,6.0,51.0,Medium,Yes,1,Low,Medium,Public,Neutral,2.0,No,Female,96.6
32.0,89.0,High,Medium,No,10.0,92.0,Low,Yes,1,Low,High,Public,Positive,4.0,No,Female,100.0
16.0,75.0,Medium,High,No,6.0,69.0,Low,Yes,1,High,Medium,Public,Neutral,0.0,No,Female,83.3
30.0,75.0,Medium,High,No,6.0,76.0,Medium,Yes,1,Low,Medium,Public,Neutral,3.0,No,Female,100.0
21.0,83.0,Medium,Low,Yes,7.0,71.0,High,Yes,2,Medium,Low,Public,Positive,1.0,No,Male,100.0
16.0,76.0,High,High,Yes,8.0,89.0,High,Yes,0,Medium,Medium,Public,Positive,1.0,No,Male,100.0
17.0,79.0,High,Low,No,7.0,41.0,Low,Yes,3,Medium,Medium,Public,Neutral,2.0,No,Female,75.9
18.0,100.0,Low,High,Yes,5.0,75.0,Medium,Yes,2,Medium,High,Private,Neutral,4.0,Yes,Female,100.0
23.0,78.0,Medium,Medium,No,6.0,74.0,Medium,Yes,2,Low,High,Private,Positive,3.0,No,Female,100.0
23.0,76.0,Medium,Medium,Yes,6.0,70.0,Low,Yes,1,High,Medium,Private,Neutral,3.0,No,Male,96.8
17.0,74.0,Low,Low,No,7.0,96.0,High,Yes,2,Low,High,Public,Negative,3.0,No,Male,98.0
20.0,87.0,Medium,Low,Yes,8.0,64.0,Medium,No,3,Medium,Medium,Public,Positive,5.0,No,Male,97.8
33.0,78.0,High,Medium,No,8.0,84.0,High,Yes,1,Low,High,Private,Neutral,3.0,No,Male,100.0
30.0,74.0,Medium,Medium,No,5.0,79.0,Low,Yes,3,Medium,High,Public,Positive,3.0,No,Male,100.0
23.0,93.0,Medium,Low,Yes,8.0,90.0,Low,Yes,0,Medium,Low,Public,Positive,2.0,No,Male,100.0
20.0,94.0,Medium,Low,No,7.0,67.0,High,Yes,3,High,Medium,Private,Positive,5.0,No,Female,100.0
21.0,74.0,Medium,Low,No,9.0,66.0,Medium,Yes,3,Medium,Medium,Public,Neutral,5.0,No,Female,100.0
24.0,61.0,Low,High,No,8.0,88.0,High,Yes,2,Medium,Low,Public,Negative,3.0,No,Male,95.6
14.0,90.0,Medium,High,No,8.0,80.0,Low,Yes,1,High,Medium,Private,Positive,2.0,No,Female,98.9
18.0,73.0,High,Low,Yes,8.0,56.0,Medium,Yes,1,Medium,High,Private,Neutral,1.0,No,Female,91.9
10.0,88.0,Medium,Medium,Yes,9.0,69.0,Medium,No,2,Medium,High,Public,Neutral,2.0,No,Male,86.3
22.0,60.0,Low,Low,Yes,8.0,80.0,Low,No,1,Medium,High,Public,Positive,0.0,No,Female,89.3
24.0,89.0,Low,High,Yes,7.0,85.0,Medium,No,3,Medium,High,Public,Neutral,2.0,No,Female,100.0
17.0,68.0,Low,High,Yes,10.0,67.0,Medium,Yes,4,High,High,Private,Neutral,4.0,No,Male,100.0
29.0,87.0,Medium,Medium,No,8.0,40.0,Low,No,3,Low,Low,Public,Negative,3.0,No,Male,100.0
13.0,80.0,High,High,Yes,8.0,81.0,Low,Yes,1,Medium,Medium,Public,Negative,6.0,No,Male,100.0
11.0,70.0,Low,High,Yes,5.0,60.0,Medium,Yes,1,Medium,Low,Private,Positive,2.0,No,Female,80.2
21.0,76.0,High,High,Yes,5.0,51.0,Medium,Yes,1,High,Low,Public,Neutral,2.0,No,Male,100.0
26.0,87.0,Medium,Medium,No,7.0,41.0,High,Yes,1,High,Medium,Private,Positive,5.0,Yes,Male,94.7
30.0,81.0,Medium,Medium,No,7.0,85.0,Medium,No,1,Medium,Medium,Private,Neutral,0.0,No,Female,100.0
17.0,86.0,High,Medium,Yes,6.0,77.0,Low,Yes,1,Medium,High,Public,Negative,1.0,No,Male,95.9
26.0,100.0,Low,Medium,No,7.0,72.0,High,Yes,1,Medium,High,Private,Positive,4.0,No,Female,100.0
20.0,64.0,High,Medium,Yes,9.0,92.0,High,Yes,1,Medium,Medium,Public,Neutral,3.0,No,Male,100.0
19.0,96.0,Low,Low,No,8.0,83.0,Low,No,4,High,High,Private,Neutral,3.0,No,Female,100.0
25.0,81.0,Medium,Medium,No,6.0,94.0,High,Yes,0,High,Medium,Private,Neutral,2.0,No,Male,100.0
24.0,71.0,High,Medium,Yes,7.0,58.0,Low,No,3,High,High,Public,Positive,3.0,No,Male,100.0
11.0,67.0,High,Medium,No,6.0,75.0,Low,Yes,1,Low,Medium,Private,Negative,2.0,No,Male,84.6
29.0,78.0,Medium,Medium,No,6.0,56.0,Low,Yes,2,High,Medium,Private,Neutral,3.0,No,Female,100.0
28.0,89.0,Medium,High,Yes,6.0,72.0,Low,Yes,2,High,High,Public,Positive,1.0,No,Male,100.0
16.0,79.0,Medium,High,No,6.0,72.0,High,Yes,1,Medium,Medium,Public,Positive,3.0,No,Female,100.0
22.0,95.0,High,Medium,Yes,5.0,83.0,Medium,Yes,1,Medium,Medium,Public,Neutral,6.0,No,Female,100.0
23.0,65.0,Low,Medium,Yes,7.0,76.0,High,Yes,3,High,Medium,Public,Positive,2.0,No,Female,100.0
22.0,80.0,High,Medium,Yes,6.0,82.0,Medium,Yes,1,Medium,Medium,Private,Positive,3.0,No,Male,100.0
17.0,67.0,Medium,Low,Yes,4.0,83.0,Medium,Yes,1,High,High,Private,Neutral,3.0,No,Female,93.2
16.0,84.0,Medium,High,Yes,10.0,100.0,Medium,Yes,1,Medium,Low,Public,Neutral,3.0,No,Female,100.0
20.0,89.0,Medium,Medium,No,8.0,71.0,High,Yes,0,Medium,High,Public,Neutral,4.0,Yes,Male,97.1
27.0,76.0,Medium,Low,Yes,7.0,64.0,Medium,Yes,0,High,Low,Public,Positive,3.0,No,Female,93.2
23.0,60.0,High,High,Yes,7.0,78.0,High,Yes,1,Medium,Medium,Public,Neutral,3.0,No,Female,100.0
18.0,82.0,Medium,Low,Yes,5.0,65.0,High,Yes,2,High,Medium,Public,Negative,3.0,No,Female,91.0
25.0,84.0,High,Medium,No,9.0,93.0,Low,Yes,1,Medium,High,Public,Positive,3.0,No,Male,100.0
3.0,84.0,Low,Low,No,9.0,72.0,Medium,Yes,2,Medium,Low,Public,Neutral,3.0,No,Female,72.6
27.0,92.0,Medium,Low,No,7.0,68.0,High,Yes,1,Low,Medium,Private,Negative,0.0,No,Male,100.0
10.0,69.0,High,Low,No,8.0,69.0,High,Yes,0,Medium,Medium,Public,Neutral,6.0,No,Male,86.8
18.0,87.0,Medium,Low,No,7.0,84.0,Low,No,1,Medium,Low,Public,Neutral,4.0,No,Male,91.5
13.0,92.0,Medium,Medium,No,5.0,73.0,Medium,Yes,3,High,High,Public,Positive,2.0,No,Male,91.9
12.0,62.0,Medium,High,No,6.0,67.0,Medium,No,2,Low,Medium,Private,Neutral,3.0,No,Female,78.3
27.0,83.0,High,Medium,Yes,7.0,95.0,Low,Yes,1,Medium,Medium,Private,Neutral,1.0,No,Female,100.0
17.0,75.0,High,High,Yes,6.0,65.0,Medium,Yes,2,Low,Medium,Private,Neutral,2.0,No,Male,92.2
22.0,79.0,Low,Medium,No,7.0,75.0,Low,Yes,0,Medium,Medium,Public,Negative,1.0,No,Male,78.2
20.0,83.0,High,Medium,Yes,7.0,83.0,Medium,Yes,1,High,Medium,Public,Positive,3.0,No,Male,100.0
23.0,75.0,Medium,Low,Yes,7.0,55.0,Medium,Yes,0,Medium,Low,Public,Positive,1.0,No,Female,83.8
20.0,73.0,Medium,Medium,No,7.0,81.0,Medium,Yes,1,Medium,Medium,Public,Positive,4.0,No,Female,100.0
12.0,80.0,High,Medium,No,6.0,62.0,Medium,No,1,Medium,Medium,Public,Neutral,4.0,No,Male,95.5
26.0,69.0,Medium,Medium,Yes,6.0,85.0,Medium,Yes,2,Low,Medium,Private,Positive,2.0,No,Female,100.0
17.0,69.0,High,High,No,5.0,63.0,Low,Yes,0,Medium,High,Public,Neutral,3.0,No,Male,94.1
11.0,87.0,Medium,Medium,No,8.0,83.0,Low,Yes,2,Medium,High,Public,Positive,2.0,No,Female,100.0
17.0,69.0,Low,Medium,No,4.0,88.0,Low,Yes,0,Medium,Medium,Private,Neutral,4.0,No,Female,82.7
29.0,87.0,Medium,High,No,8.0,85.0,Low,Yes,2,High,Medium,Public,Positive,2.0,Yes,Male,100.0
25.0,85.0,Low,Medium,No,9.0,78.0,Medium,Yes,1,High,Medium,Public,Negative,4.0,No,Female,100.0
18.0,63.0,High,Medium,Yes,7.0,72.0,High,Yes,1,High,High,Public,Neutral,0.0,No,Male,94.8
18.0,73.0,Medium,High,Yes,4.0,68.0,Low,Yes,1,High,Medium,Public,Negative,1.0,Yes,Male,79.4
18.0,92.0,Medium,Medium,Yes,7.0,93.0,Low,Yes,1,High,High,Private,Neutral,1.0,No,Female,100.0
32.0,70.0,Low,Low,No,7.0,67.0,Medium,Yes,0,Medium,Medium,Public,Positive,3.0,No,Female,100.0
22.0,75.0,Medium,Medium,No,6.0,63.0,Medium,Yes,1,Low,Medium,Private,Positive,4.0,No,Male,94.5
23.0,85.0,High,Medium,No,6.0,83.0,High,Yes,2,Medium,Medium,Private,Negative,3.0,No,Female,100.0
26.0,88.0,Low,Medium,Yes,9.0,65.0,Medium,Yes,0,High,Medium,Private,Neutral,2.0,No,Female,100.0
21.0,77.0,Medium,Low,No,8.0,64.0,Medium,Yes,1,Low,Medium,Public,Positive,0.0,Yes,Male,81.9
18.0,74.0,High,High,Yes,6.0,58.0,Low,Yes,1,Low,High,Public,Neutral,3.0,No,Male,100.0
19.0,94.0,Medium,High,Yes,5.0,69.0,Medium,Yes,1,Low,High,Public,Neutral,4.0,No,Female,100.0
20.0,97.0,High,Medium,Yes,7.0,74.0,Low,No,0,Medium,High,Public,Positive,6.0,No,Female,100.0
20.0,90.0,Low,Medium,Yes,7.0,78.0,Low,Yes,0,Medium,Medium,Private,Positive,2.0,No,Male,87.3
24.0,81.0,Medium,High,No,8.0,86.0,Low,Yes,0,Medium,Low,Public,Negative,2.0,No,Female,93.5
20.0,72.0,High,Low,Yes,6.0,81.0,High,Yes,2,Low,Low,Private,Positive,3.0,No,Female,94.9
24.0,72.0,Medium,Medium,Yes,8.0,73.0,Medium,Yes,0,Medium,Medium,Public,Positive,3.0,No,Male,95.4
20.0,85.0,Medium,Medium,No,10.0,73.0,Low,No,3,Medium,Medium,Public,Positive,5.0,No,Female,100.0
20.0,84.0,Medium,High,Yes,8.0,81.0,Medium,Yes,3,Low,Medium,Private,Positive,2.0,No,Male,100.0
8.0,94.0,Medium,Low,Yes,7.0,90.0,Medium,Yes,1,Medium,Low,Public,Neutral,3.0,No,Male,82.2
25.0,87.0,Low,High,Yes,7.0,77.0,Medium,Yes,1,Medium,High,Private,Positive,4.0,No,Female,100.0
22.0,65.0,High,Medium,Yes,7.0,69.0,Low,Yes,2,Medium,High,Public,Positive,3.0,No,Female,96.4
26.0,91.0,Medium,Medium,Yes,9.0,63.0,Medium,Yes,2,Medium,Medium,Private,Negative,5.0,Yes,Male,100.0
3.0,70.0,Medium,Medium,Yes,6.0,58.0,High,Yes,3,Low,Medium,Public,Positive,2.0,Yes,Female,78.5
33.0,76.0,Medium,Low,No,7.0,83.0,Low,Yes,3,High,High,Private,Positive,5.0,No,Female,100.0
19.0,83.0,Medium,High,Yes,7.0,82.0,Low,Yes,2,Low,Medium,Public,Neutral,1.0,No,Male,100.0
27.0,100.0,Medium,High,Yes,6.0,82.0,Low,Yes,3,Low,High,Public,Neutral,1.0,No,Male,100.0
14.0,100.0,High,Medium,No,5.0,73.0,Low,Yes,0,High,Low,Private,Negative,5.0,No,Female,86.8
24.0,86.0,High,High,Yes,7.0,92.0,Medium,Yes,1,Medium,Medium,Private,Positive,3.0,No,Female,100.0
14.0,78.0,Medium,High,No,7.0,69.0,High,Yes,0,Low,Medium,Public,Negative,4.0,No,Male,90.7
16.0,85.0,Low,Medium,Yes,8.0,86.0,High,No,1,Low,High,Public,Neutral,3.0,Yes,Male,100.0
31.0,89.0,Low,Medium,Yes,6.0,75.0,Low,Yes,1,High,High,Public,Neutral,3.0,No,Male,100.0
19.0,77.0,Medium,Medium,No,9.0,68.0,Medium,No,2,High,High,Public,Positive,1.0,No,Male,100.0
21.0,98.0,Medium,Medium,Yes,6.0,82.0,Medium,Yes,0,Medium,Medium,Private,Positive,3.0,No,Female,100.0
25.0,82.0,High,Low,Yes,9.0,80.0,Medium,Yes,2,Medium,High,Public,Neutral,5.0,Yes,Male,100.0
23.0,85.0,High,Medium,No,5.0,79.0,Medium,Yes,1,Low,Medium,Public,Negative,3.0,No,Male,94.5
21.0,87.0,High,Low,Yes,8.0,76.0,Low,Yes,2,Medium,Medium,Public,Neutral,4.0,No,Female,99.6
22.0,84.0,Medium,High,No,8.0,75.0,Medium,No,0,Low,Medium,Public,Positive,4.0,No,Male,97.9
34.0,88.0,High,High,No,6.0,100.0,Medium,No,0,Medium,High,Private,Positive,1.0,No,Male,100.0
20.0,74.0,Medium,Medium,Yes,8.0,89.0,High,Yes,0,Low,High,Private,Neutral,4.0,No,Female,100.0
21.0,74.0,Low,Medium,No,9.0,84.0,High,Yes,1,Medium,Medium,Public,Neutral,3.0,No,Female,100.0
26.0,69.0,Low,Medium,Yes,4.0,76.0,Low,Yes,1,Medium,Low,Private,Positive,3.0,Yes,Female,91.8
27.0,84.0,Medium,Medium,No,8.0,87.0,Low,No,2,Medium,High,Public,Positive,6.0,No,Male,100.0
